	ko1	ko2	ko3	wt1	wt2	wt3
1432810_at	4.01	3.76	5.13	5.65	5.68	3.81
1427766_at	6.09	6.08	7.1	7.85	7.85	6.06
1455982_at	4.65	4.45	5.9	6.35	6.41	4.59
1454727_at	2.76	2.55	3.74	4.23	4.44	2.52
1454522_at	3.03	3.08	4.07	4.73	4.58	2.93
1457361_at	2.58	2.5	3.82	4.31	4.28	2.52
1450055_at	3.56	3.55	4.42	5.27	5.13	3.36
1429401_at	2.77	2.81	4.31	4.52	4.41	2.73
1447404_at	2.86	3.26	4.22	4.69	4.85	2.87
1454333_at	3.18	3.32	4.41	5.05	4.86	3.26
1431399_at	3.4	3.32	4.27	5.24	5.25	3.46
1445258_at	3	3.04	4.26	4.84	4.9	2.83
1449094_at	3.24	2.8	4.39	4.7	4.45	2.95
1443754_x_at	2.63	2.55	3.86	4.31	4.21	2.55
1427417_at	2.94	3.04	4.27	4.83	4.91	3.2
1432245_s_at	6.28	6.25	7.48	8.11	7.99	6.2
1417976_at	6.5	6.75	7.56	8.15	8.01	6.11
1443727_x_at	5.4	5.36	6.53	7.18	6.98	5.29
1428328_at	7.5	7.67	8.86	9.4	9.2	7.46
1440626_at	2.91	2.6	4.1	4.66	4.62	3.07
1416419_s_at	9.15	9.33	10.59	10.91	10.87	9.08
1423577_at	6.17	6.15	7.54	8.06	7.67	6.25
1429134_at	4.82	4.55	6.21	6.57	6.75	4.62
1458078_at	3.65	3.29	4.29	5.03	4.87	3.26
1423703_at	8.07	8.22	9.58	9.8	9.7	8.04
1421087_at	3.03	3.01	4.54	5.04	4.81	3.22
1421305_x_at	5.96	5.89	7.12	7.63	7.41	5.69
1428973_s_at	6.07	6.14	7.06	7.99	7.82	6.08
1416104_at	7.76	7.9	9.31	9.62	9.46	7.93
1435837_at	2.4	2.52	3.77	4.22	4.09	2.44
1442665_at	2.6	2.6	3.8	4.4	4.5	2.75
1445667_at	3.58	3.86	4.93	5.19	5.18	3.58
1447932_at	2.36	2.7	3.62	4.29	4.12	2.41
1420714_at	3.43	3.17	4.08	5.11	5.01	3.11
1422431_at	5.1	5.25	6.23	7.17	7.05	5.21
1449858_at	3.46	3.28	4.32	5.33	5	3.24
1436781_at	5.76	5.67	6.9	7.52	7.54	5.45
1438794_x_at	11.69	11.75	12.98	13.58	13.64	11.73
1421768_a_at	3.81	3.99	5.4	5.37	5.43	3.81
1451882_a_at	2.77	2.95	3.81	4.75	4.65	2.69
1422193_at	2.96	2.94	4.34	4.68	4.69	2.77
1422140_at	2.85	3	4.32	5.09	4.8	2.95
1417404_at	7.35	7.47	8.11	8.49	8.84	6.57
1459805_x_at	7.88	7.97	9.31	9.51	9.45	7.7
1427954_at	3.5	3.57	4.82	5.18	5.11	3.34
1438573_at	5.03	4.94	6.33	6.69	6.85	4.95
1458829_at	3.16	3.14	4.4	4.86	4.84	3.18
1456300_at	4.27	4.38	5.4	5.78	5.81	4.05
1437614_x_at	4.02	3.34	4.32	4.82	4.79	3.51
1432391_at	4.52	4.66	5.9	6.41	6.37	4.37
1443673_x_at	2.97	3.06	4.38	4.68	4.89	2.87
1448819_at	7.44	7.72	7.84	8.73	8.63	6.92
1453382_at	3.7	3.64	4.8	5.47	5.36	3.59
1450180_a_at	5.58	5.1	6.55	7.25	7.46	5.41
1458590_at	2.91	2.59	4.11	4.67	4.56	3
1440652_at	3.21	3.09	4.46	4.91	5.05	3.37
1416152_a_at	8.09	8.28	9.43	10.33	10.01	8.32
1444720_at	3.47	3.53	4.9	5.35	5.35	3.62
1443535_at	3.36	3.44	4.21	4.89	4.89	3.02
1431810_a_at	6.07	6.11	7.31	7.82	7.77	6.05
1431444_at	2.77	2.67	3.88	4.48	4.51	2.84
1443152_at	4.18	3.76	4.97	5.57	5.49	3.82
1444699_at	3.16	3.27	4.46	5.03	4.83	3.42
1434463_at	4.29	4.16	5.57	6.05	6.09	4.29
1426592_a_at	7.11	7.12	8.42	8.62	8.45	6.77
1425047_a_at	3.22	3.27	4.42	4.96	5.06	3.09
1454950_at	4.74	4.5	5.59	6.03	6.16	4.4
1453941_at	3.49	3.5	4.63	5	5.08	3.48
1435198_at	2.72	2.85	4.08	4.77	4.7	2.9
1438494_at	2.98	3.26	4.25	4.85	4.72	2.95
1417274_at	9.79	9.77	11.09	11.48	11.51	9.78
1452201_at	3.77	3.84	5.23	5.76	5.63	3.51
1452653_at	6.61	6.91	8.23	8.59	8.5	6.81
1453494_at	2.69	2.62	3.71	4.41	4.29	2.41
1445198_at	2.94	3.05	4.19	5.06	4.85	3.2
1421403_at	3.69	3.79	4.98	5.51	5.27	3.62
1432136_s_at	7.41	7.38	8.64	9.06	9.06	7.25
1440894_at	3.19	3.21	4.6	4.95	4.99	3.34
1444087_at	3.5	3.54	4.61	5.13	5.24	3.34
1458576_at	4.84	4.95	6.28	6.57	6.55	4.86
1451991_at	2.48	2.51	3.59	4.07	4.16	2.16
1417925_at	7.25	7.06	7.37	7.62	6.65	5.78
1429941_at	5.54	5.3	6.68	7.26	7.13	5.38
1415807_s_at	10.46	10.54	11.79	12.26	12.12	10.37
1459713_s_at	4.21	4.26	5.01	5.9	5.89	4.04
1457239_at	3.44	3.51	4.58	4.88	5.03	3.31
1446966_at	2.77	2.69	3.94	4.47	4.44	2.65
1442981_at	2.9	2.95	4.2	4.72	4.58	2.98
1422940_x_at	2.88	2.89	3.87	4.58	4.57	2.61
1422516_a_at	6.95	6.83	8.08	8.5	8.44	6.87
1447402_at	2.51	2.46	3.81	4.26	4.11	2.34
1443749_x_at	4.89	4.94	6.06	6.54	6.64	4.83
1437570_at	4.43	4.26	5.33	5.7	5.86	3.99
1427182_s_at	2.6	2.66	3.8	4.12	4.14	2.36
1438800_at	4.05	3.68	5.13	5.81	5.75	3.91
1429999_at	3.89	3.83	5.05	5.56	5.55	3.78
1423008_at	2.71	2.61	3.76	4.44	4.32	2.42
1451976_s_at	2.48	2.55	3.8	4.09	4.17	2.42
1416288_at	10.5	10.53	11.75	12.38	12.1	10.6
1455889_at	2.66	2.59	3.9	4.47	4.43	2.59
1458051_at	2.96	2.86	4.36	4.56	4.54	2.67
1427998_at	6.49	6.55	8.37	8.87	8.88	7.4
1426234_s_at	7.91	8.03	9.21	9.43	9.3	7.66
1450691_at	5.09	5.35	6.53	7.19	7.12	5.31
1442530_at	2.81	2.68	3.97	4.47	4.49	2.5
1458572_at	2.61	2.71	3.98	4.42	4.49	2.54
1443603_at	3.03	2.9	4.27	4.64	4.65	2.88
1421359_at	4.19	4.41	5.31	5.83	6.11	4.24
1442948_at	2.69	2.77	3.98	4.4	4.45	2.57
1429196_at	8.17	8.22	9.55	9.22	8.96	7.4
1435694_at	4.11	4.67	5.61	5.88	6.14	4.24
1449200_at	7.41	7.52	8.8	9.34	9.18	7.41
1433280_at	2.98	3	4.07	4.75	4.66	2.87
1418099_at	6.44	6.73	7.66	8.1	8.38	6.44
1444124_a_at	4.06	4.1	5.03	5.84	5.79	4.16
1449004_at	8.52	8.69	9.91	10.33	10.15	8.49
1455536_at	3.37	3.27	4.38	5.06	5.06	3.21
1443798_at	7.37	7.29	8.62	9.28	9.37	7.42
1440898_at	5.01	4.86	6.34	6.91	6.86	5.07
1454018_at	4.77	5.25	6.25	7.08	6.89	5.17
1437117_at	8.22	8.3	9.51	9.86	10.09	8.17
1421150_at	4.64	4.69	5.95	6.47	6.44	4.69
1455452_x_at	3.16	2.9	4.2	4.81	4.69	2.97
1449277_at	4.84	4.72	6.03	6.66	6.57	4.85
1447770_at	3.2	2.83	4.36	4.96	4.87	3.14
1444896_at	2.79	2.67	3.88	4.45	4.32	2.64
1434493_at	5.66	5.52	6.3	7.55	7.08	5.53
1435332_at	3.71	3.77	5.21	5.61	5.6	3.95
1457407_at	3.16	3.23	4.51	4.93	4.85	3.11
1448631_a_at	7.15	7.27	8.6	9.07	9	7.19
1434352_at	5.49	5.94	6.86	7.34	7.41	5.47
1447783_x_at	5.91	5.9	7.33	7.65	7.65	5.85
1457686_at	3.78	3.69	5.03	5.61	5.22	3.66
1456494_a_at	7.1	5.35	7.07	9.95	8.16	7.74
1448371_at	4.48	4.78	6.05	6.39	6.03	4.61
1439487_at	3.07	3.56	4.83	5.02	4.89	3.27
1452917_at	8.93	8.95	10.39	10.79	10.68	8.95
1451744_a_at	6.25	6.19	7.15	8.11	7.75	6.21
1427118_at	5.55	5.49	6.55	7.34	7.35	5.47
1445056_at	2.81	2.9	4.13	4.62	4.48	2.78
1455244_at	3.99	3.94	5.39	5.5	5.62	3.75
1444093_at	3.02	2.93	4.25	4.57	4.7	2.99
1459393_at	4.61	4.53	5.81	6.3	6.38	4.52
1422604_at	3.44	3.5	4.77	5.01	5.26	3.4
1427206_at	6.41	7.04	7.79	8.53	8.51	6.53
1418520_at	6.92	6.9	8.47	8.97	8.62	7.26
1459286_at	2.2	2.18	3.32	3.83	3.71	2.05
1421969_a_at	6.54	6.47	7.86	8.36	8.17	6.54
1448973_at	2.27	2.35	3.57	4.08	4.22	2.24
1435278_at	3.76	3.69	4.82	5.6	5.34	3.83
1449190_a_at	7.35	7.6	8.42	9.15	9.2	6.9
1454199_at	2.45	2.48	3.93	4.22	4.25	2.36
1456531_x_at	10.49	10.5	11.82	12.23	12.07	10.32
1424325_at	6	5.58	6.95	7.7	7.27	5.59
1426434_at	7.08	7.15	8.27	8.74	8.84	6.91
1450395_at	5.86	6.09	7.06	7.59	7.59	5.77
1435795_at	4.11	4.54	5.57	6.24	6.01	4.1
1446604_at	3.45	3.36	4.4	5.04	5.29	3.23
1435863_at	7.14	7.33	8.7	9.13	8.97	7.53
1437452_x_at	2.8	2.72	3.93	4.49	4.35	2.56
1431581_at	2.83	3.05	4.16	4.61	4.44	2.86
1433760_a_at	6.33	6.51	7.64	8.16	8.17	6.28
1440530_at	2.76	2.79	3.95	4.5	4.47	2.75
1446339_at	2.47	2.56	3.7	4.41	4.15	2.47
1437159_at	6.38	6.4	7.72	8.21	8.15	6.52
1435645_at	6.18	6.4	8.39	8.36	8.42	6.71
1442559_at	2.07	2.18	3.47	3.86	3.87	2.18
1419075_s_at	3.24	3.26	4.63	4.91	4.86	3.12
1447819_x_at	5.71	5.66	6.77	7.5	7.3	5.58
1445641_at	3.89	3.81	4.33	5.43	5.25	3.31
1450425_a_at	7.6	7.62	8.81	9.31	9.13	7.61
1442502_at	4.69	4.49	5.65	6.22	6.06	4.35
1442162_at	4.41	4.52	5.51	6.09	6.16	4.19
1429545_at	5.52	5.36	6.89	6.74	6.98	5.38
1442974_at	2.04	2.16	3.37	3.91	3.96	1.97
1453303_at	3.26	3.18	4.2	4.58	4.77	3.08
1433178_at	4.55	4.53	5.82	6.42	6.32	4.51
1416235_at	8.93	9.06	10.37	10.62	10.61	8.86
1450230_at	4.46	4.33	5.56	5.97	6.06	4.35
1453966_at	3.14	3.24	4.54	4.85	4.89	3.17
1417257_at	3.46	3.38	4.54	4.91	5.39	3.29
1451668_at	7.24	7.39	8.65	8.91	8.76	7.18
1432565_at	3.42	3.31	4.92	5.38	5.09	3.28
1443605_at	3.01	3.04	4.16	4.83	4.74	3.26
1436550_at	2.78	3.02	4.09	4.57	4.41	2.47
1417401_at	6.57	6.47	8.1	8.12	7.96	6.18
1430833_at	7.46	7.02	8.47	9.08	9.16	7.34
1457126_at	4.07	3.98	5.61	5.7	5.82	4
1425745_a_at	6.2	6.41	8.63	7.44	7.79	6.06
1445375_at	5.09	5.17	6.26	7.06	6.98	4.94
1434571_at	6.45	6.55	7.83	8.45	8.27	6.61
1418849_x_at	2.32	2.11	3.33	3.92	4.02	2.1
1421501_a_at	4.47	3.86	5.37	6.2	6.17	4.23
1455325_at	4.72	4.82	5.76	6.59	6.72	4.81
1445406_at	3.19	3.17	4.25	5.21	4.8	3.29
1449408_at	2.95	3.01	4.07	4.85	4.66	3.1
1459542_at	2.47	2.43	3.7	4.11	4.3	2.36
1421431_at	3.38	3.24	4.32	4.79	4.77	3.01
1452161_at	5.68	5.64	6.9	7.35	7.82	5.95
1424138_at	3.8	3.94	5.46	5.56	5.54	3.9
1459617_at	5.32	5.27	6.6	7.12	7.1	5.33
1454891_at	4.62	4.53	5.9	6.39	6.51	4.76
1419866_s_at	6.08	6.2	7.39	7.58	7.54	5.9
1432325_at	2.89	3.07	4.19	4.74	4.75	2.94
1428791_at	6.55	6.7	7.8	8.28	8.38	6.4
1429154_at	5.53	5.66	6.78	7.42	7.12	5.54
1435431_at	8.12	8.17	9.42	9.63	9.6	7.84
1418505_at	7.6	7.69	9.1	9.35	9.37	7.55
1432932_at	2.29	2.12	3.84	3.91	4.12	2.25
1422642_at	6.3	6.2	7.69	7.89	7.92	6.4
1418584_at	9.11	9.11	10.33	10.88	10.76	9.06
1433612_at	9.57	9.5	10.83	11.36	11.27	9.66
1418271_at	3.5	3.53	4.86	5.26	5.11	3.53
1442584_at	2.95	2.82	4.1	4.83	4.64	2.84
1421325_at	3.12	3.49	4.42	5.14	5.11	3.3
1420256_x_at	4.71	4.84	5.96	6.53	6.6	4.81
1419096_at	4.3	4.21	5.3	5.9	5.83	4.05
1422026_at	4.05	4.28	5.02	5.51	5.59	3.91
1420445_at	4.98	4.88	5.98	6.66	6.69	4.95
1418779_at	7.2	7.43	8.84	9.1	9.12	7.4
1451523_a_at	7.41	7.29	8.61	9.09	9.08	7.45
1441087_at	3.12	3.22	4.31	4.73	4.8	2.98
1423679_at	2.76	2.73	3.95	4.57	4.41	2.6
1420950_at	5.38	5.06	6.25	7.11	6.95	5.28
1423481_at	7.53	7.55	8.77	9.17	9.04	7.43
1445874_at	2.64	2.73	3.85	4.39	4.39	2.7
1425933_a_at	7.15	6.95	8.15	9.22	8.79	7.12
1449579_at	3.45	3.55	4.19	5.09	5.1	3.46
1425946_at	3.81	4.19	5.34	5.89	5.91	4.12
1456148_a_at	3.96	3.85	5.01	5.56	5.53	3.74
1431341_at	3.25	3.43	4.85	5.17	5.04	3.42
1426240_at	7.5	7.56	8.64	9.55	9.71	7.79
1449201_at	4.09	3.76	4.84	5.48	5.15	3.5
1458976_at	3.37	3.46	4.79	5.16	5.09	3.21
1418603_at	2.56	2.68	3.85	4.28	4.18	2.6
1417444_at	4.75	4.99	6.29	6.97	6.73	5.08
1423529_at	2.31	2.53	3.54	4.23	4.03	2.67
1442830_at	2.95	2.86	4.05	4.51	4.48	2.84
1448410_at	7.13	7.4	8.97	9.07	9.06	7.13
1434909_at	3.48	3.18	4.6	5.4	5.04	3.29
1434650_at	5.04	5.36	6.43	6.57	6.59	5.19
1454197_a_at	7.25	7.5	8.89	8.91	8.78	7.09
1431938_a_at	7.66	7.73	9.05	9.52	9.42	7.67
1436181_at	3.36	3.56	4.46	5.15	5.16	3.29
1418018_at	5.41	5.03	6.68	6.09	5.38	4.93
1447261_at	4.58	4.42	5.49	6.61	6.41	4.59
1454800_at	4.96	4.95	5.84	6.54	6.28	4.76
1440120_at	7	6.83	8.41	8.46	8.31	6.71
1456682_at	2.16	2.32	3.58	4.12	3.94	2.37
1417807_at	3.72	3.67	4.98	5.57	5.51	3.73
1453302_at	5.28	5.36	6.56	7.06	7.1	5.26
1454460_at	4.11	4.46	6.31	6.99	7.02	4.91
1425889_at	3.25	3.12	4.38	4.72	4.68	2.97
1453095_at	8.96	9.33	10.5	10.8	10.78	9.03
1454672_at	2.52	2.78	3.9	4.28	4.28	2.48
1460705_at	7.4	7.45	8.62	9.06	8.78	7.11
1436500_at	4.18	4.61	5.84	6.03	6.08	4.34
1423306_at	8.73	8.72	9.91	10.37	10.43	8.9
1437441_at	3.52	3.66	4.48	5.13	5.13	3.17
1427357_at	3.14	3.33	4.7	4.68	4.87	2.93
1429192_at	7.6	7.61	8.96	8.9	9.04	7.21
1437704_at	4.03	4.13	5.25	5.73	5.51	3.89
1443627_at	2.75	2.87	4.43	4.63	4.98	3.2
1452484_at	3.22	3.22	4.42	5	4.95	3.31
1417699_at	8.63	8.61	9.69	10.43	10.15	8.5
1446045_at	2.31	2.33	3.67	4.2	4.24	2.32
1439567_at	3.09	3.25	4.75	5.2	5.11	3.43
1417691_at	7.95	7.96	9.15	9.74	9.76	7.8
1444379_at	4.27	4.12	5.42	5.94	6	4.23
1423520_at	7.74	7.79	8.99	9.48	9.49	7.63
1452590_a_at	5.32	5.09	6.21	7.04	7.08	5.28
1459495_at	3.64	3.47	4.64	5.05	5.19	3.22
1458334_at	2.6	2.98	4.18	4.69	4.55	2.83
1451721_a_at	7.7	7.73	8.5	9.42	9.23	6.96
1435490_at	5.1	5.05	6.19	6.81	6.86	4.96
1425063_at	2.39	2.58	3.55	4.38	4.14	2.65
1451848_a_at	5.72	5.59	6.79	7.57	7.45	5.54
1460216_at	6.76	6.85	8.04	8.58	8.64	6.73
1438105_at	5.29	5.28	6.56	7.05	7.11	5.31
1433042_at	3.05	3.01	4.2	4.81	4.89	3.12
1449606_at	3.54	3.57	4.88	5.29	5.38	3.69
1427084_a_at	4.53	4.45	5.85	5.96	6.04	3.9
1434329_s_at	8.17	8.35	9.34	10.36	10.74	8.58
1438403_s_at	10.08	9.81	11.23	11.26	11.34	9.8
1458853_at	3.38	3.35	4.7	5.22	5.15	3.63
1439218_at	3.1	3.23	4.27	5.11	4.97	3.22
1430278_a_at	3.73	3.93	5.02	5.61	5.2	3.54
1449842_at	8	7.86	9.16	9.84	9.69	8.02
1450351_a_at	6.52	6.45	7.76	8.17	8.28	6.37
1455944_at	3.32	3.48	4.57	4.81	4.85	3.07
1448801_a_at	8.61	8.65	9.73	10.3	10.13	8.33
1458916_at	4.24	4.12	5.38	5.99	5.9	4.12
1458549_at	2.24	2.43	3.64	4.28	4.23	2.37
1449995_at	2.95	3.09	4.41	4.93	4.97	2.84
1452131_at	3.17	3.09	4.49	4.9	4.61	3.18
1428852_at	2.89	2.91	4.07	4.87	4.6	2.87
1451527_at	2.87	2.69	3.86	4.29	4.33	2.63
1415824_at	8.36	7.51	8.24	10.04	10.1	7.85
1455096_at	2.46	2.43	3.66	4.31	4.28	2.36
1454886_x_at	2.57	2.57	3.75	4.35	4.24	2.54
1423534_at	7.62	7.78	9.14	9.44	9.27	7.63
1443279_at	2.53	2.55	3.84	4.2	4.17	2.61
1434146_at	2.34	2.27	3.39	3.94	3.82	2.07
1417850_at	7.46	7.48	8.83	9.81	9.63	7.85
1435611_x_at	4.28	4.3	5.59	6.26	6.29	4.42
1426700_a_at	6	5.88	7.03	7.62	7.6	5.54
1429458_at	8.79	9.22	10.32	11.04	10.81	9.07
1424150_at	6.45	6.65	7.97	8.22	8.66	6.51
1447462_at	2.66	2.69	3.87	4.41	4.37	2.66
1436017_at	6.63	6.63	7.69	8.16	8.25	6.36
1424926_at	6.93	7.08	8.3	8.71	8.71	7
1448011_at	2.5	2.62	3.72	4.33	4.37	2.46
1455373_at	2.46	2.47	3.81	4.25	4.34	2.38
1459316_at	3.46	3.38	4.46	4.96	5	3.23
1427252_at	4.2	4.33	5.36	5.81	5.72	4.03
1430764_at	3.25	3.25	4.85	4.99	4.57	2.9
1434047_x_at	10.46	10.47	11.6	12.1	12.03	10.32
1442385_at	3.19	3.14	4.24	4.8	4.94	3.03
1431011_at	5.24	5.63	6.58	6.93	7	5.24
1426586_at	9.06	8.96	10.16	10.81	10.76	9
1428992_at	6.97	7.46	8.51	8.79	8.97	7.11
1419025_at	4.34	4.55	5.66	6.21	6.07	4.25
1428742_at	6	5.85	7.25	7.77	7.72	5.99
1433770_at	10.17	10.23	11.38	12.01	12.06	10.27
1453155_at	10.18	10.14	11.37	12.16	12.03	10.36
1421171_at	2.58	2.7	3.8	4.36	4.45	2.54
1432765_at	2.35	2.4	3.65	4.11	3.96	2.28
1443161_at	2.79	3.01	4.57	5.12	4.73	3.18
1427718_a_at	9.03	8.96	10.1	10.65	10.48	8.7
1427421_at	2.8	2.91	3.88	4.48	4.45	2.43
1459703_at	3.44	3.27	4.43	5.07	4.97	3.47
1444841_at	2.52	2.64	3.96	4.51	4.37	2.61
1429018_at	5.66	5.34	6.78	7.21	7.13	5.37
1451831_at	4.14	3.97	5.12	5.96	6.03	4.13
1444355_at	2.58	2.7	3.98	4.55	4.38	2.79
1418801_at	5.82	5.83	6.94	7.5	7.42	5.78
1429197_s_at	8.03	8.07	9.33	9.34	8.93	7.38
1453123_at	4.31	3.84	5.05	5.7	5.42	3.52
1424145_at	5.67	5.79	7.16	7.5	7.42	5.73
1450091_at	3.49	3.52	4.5	5.19	5.26	3.59
1453717_s_at	2.73	2.69	4.01	4.67	4.51	2.71
1439844_at	4.85	4.65	5.74	6.55	6.23	4.7
1428230_at	6.53	6.42	7.4	7.91	8.28	6.39
1420530_at	3.34	3.5	4.68	5.44	5.34	3.5
1417600_at	3.49	3.14	4.22	5.2	4.64	2.83
1453127_at	6.76	6.48	8.09	8.26	8.64	6.6
1452953_at	8.04	7.96	9.33	9.81	9.54	8.23
1458036_at	2.7	2.55	3.81	4.62	4.24	2.4
1417949_at	7.81	7.69	9.02	9.67	9.48	7.77
1454499_at	3.38	3.3	4.28	5.03	5.05	3.39
1426376_at	7.26	7.39	8.58	9.04	8.95	7.23
1420745_a_at	8.93	8.83	9.9	10.78	10.44	8.81
1429845_at	2.52	2.35	3.54	4.31	4.19	2.3
1441157_at	4.71	4.7	5.83	6.44	6.56	4.69
1436737_a_at	3.52	3.82	5.1	6.07	5.45	3.7
1458839_at	3.25	3.44	4.62	5.08	5.34	3.38
1433654_at	9.13	9.13	10.45	11.02	11.07	9.26
1453152_at	3.33	3.45	4.62	4.78	4.9	3.6
1430907_at	2.7	2.45	3.48	4.34	4.54	2.6
1453748_a_at	6.6	6.26	7.6	8.24	7.79	6.38
1440049_at	2.52	2.45	3.61	4.18	4.29	2.31
1455340_at	2.5	2.33	3.69	4.28	4.2	2.41
1417852_x_at	2.64	2.67	3.99	4.4	4.34	2.6
1455530_at	2.54	2.47	3.93	4.12	4.24	2.37
1432185_a_at	3.18	3.26	4.73	5.13	5.28	3.19
1417855_at	6.09	6.03	7.44	7.72	7.67	5.99
1426551_at	2.57	2.6	4.41	4.25	4.58	2.73
1444302_at	3.1	3.07	4.38	4.9	4.74	3.07
1442543_at	4.31	4.3	5.26	6.04	6.03	4.22
1438518_at	4.8	4.78	5.99	6.91	6.85	4.92
1453547_at	2.97	2.7	4.12	4.53	4.58	2.91
1423683_at	8.91	8.99	10.23	10.74	10.71	8.95
1434228_at	5.88	6.12	7.55	8	7.9	6.04
1421416_at	3.18	3.2	4.32	4.92	5.04	3.1
1444184_at	4.67	4.78	6.05	6.47	6.36	4.67
1429753_at	5.65	5.63	6.79	7.57	7.48	5.52
1452279_at	2.99	3.04	4	4.82	4.75	3.09
1441678_at	2.33	2.31	3.67	3.99	3.93	2.26
1435311_s_at	2.36	2.22	3.55	4.08	3.96	2.22
1447705_at	4.47	4.35	5.67	6.43	6.3	4.46
1444892_at	2.62	2.61	4.09	4.31	4.2	2.54
1435414_s_at	8.7	8.61	9.78	10.44	10.41	8.57
1437034_x_at	5.44	5.29	6.79	6.63	6.92	5.03
1423819_s_at	10.1	9.71	11.4	12.41	12.06	10.6
1431971_at	3.13	2.8	3.99	4.7	4.44	2.76
1443506_at	3.84	3.87	4.96	5.51	5.54	3.77
1422095_a_at	4.53	4.44	5.3	6.28	6.07	4.52
1428071_at	6.11	5.83	7.25	7.69	7.84	6.06
1454440_at	2.67	2.7	3.73	4.28	4.37	2.65
1423309_at	9.35	9.32	10.66	11.08	10.94	9.34
1447655_x_at	2.93	2.83	4.25	4.67	4.63	2.86
1432901_at	3.51	3.3	4.72	5.17	5.15	3.23
1440801_s_at	2.81	2.76	3.68	4.29	4.17	2.64
1416610_a_at	7.21	7.26	8.31	8.75	8.61	6.71
1435589_at	5.97	5.89	6.97	7.62	7.59	5.77
1430072_at	2.92	3.08	4.26	4.88	4.75	2.93
1419336_at	3.19	3.24	4.5	5	4.8	3.15
1438507_x_at	12.44	12.4	13.63	14.15	14	12.33
1455052_a_at	7.79	7.67	8.81	9.71	9.63	7.76
1422956_at	2.94	3	4.21	4.8	4.9	3.12
1441417_at	2.3	2.28	3.42	3.87	3.94	2.37
1440735_at	2.48	2.25	3.6	3.95	3.97	2.46
1449618_s_at	8.31	8.34	9.67	10.18	10.15	8.41
1421329_a_at	4.04	4.26	5.27	5.96	5.8	4.19
1452103_at	5.96	6.06	7.35	7.88	7.69	6.01
1432593_at	4.4	4.36	5.51	6.16	6.2	4.38
1447064_at	2.67	2.72	4.45	4.74	4.67	3.02
1437609_at	2.6	2.54	3.68	4.56	4.29	2.55
1417591_at	5.9	6.1	7.41	7.57	7.63	5.77
1420593_a_at	4.64	4.66	5.97	6.38	6.28	4.43
1429402_at	3.6	3.64	4.92	5.45	5.31	3.6
1438714_at	7.74	6.89	8.57	9.21	9.25	7.24
1430816_at	4.03	4.29	5.23	6.07	6.08	4.13
1457421_at	2.66	2.67	4.05	4.7	4.54	2.71
1422468_at	7.13	7.05	8.35	9.06	8.82	7.16
1448797_at	8.67	8.49	9.92	10.34	10.46	8.67
1430387_at	2.78	2.45	3.68	4.39	4.3	2.44
1449391_at	2.41	2.39	3.66	4.24	4.25	2.41
1418464_at	4.2	4.25	5.48	6.08	5.97	4.3
1429025_a_at	3.82	3.48	5.12	5.7	5.52	3.75
1422611_s_at	4.88	5.5	6.35	6.77	6.8	5.01
1442382_at	4.82	4.85	6.15	6.61	6.55	4.74
1441922_x_at	3.25	3.32	4.42	4.89	5.02	3.29
1456572_x_at	3.44	3.43	4.57	5.25	5.26	3.4
1447620_at	2.29	2.41	3.47	4.01	3.94	2.24
1439604_at	3.12	3.29	4.47	4.97	4.85	3.16
1438664_at	3.6	3.68	4.71	5.32	5.3	3.37
1416369_at	7.56	7.57	8.77	9.49	9.39	7.7
1455415_at	3.84	3.51	4.85	5.5	5.48	3.49
1459793_s_at	2.57	2.61	3.97	4.59	4.26	2.52
1430185_at	3.85	4.01	5.16	6.04	5.72	4.28
1418365_at	3.21	3.39	4.77	5.31	5.05	3.03
1425894_at	3.52	3.31	4.58	5.01	4.98	3.51
1422832_at	3.1	3.34	4.35	4.99	5.34	3.23
1458833_at	2.85	2.95	4.16	4.76	4.79	3.09
1442659_at	3.49	3.36	4.42	5.33	5.44	3.69
1433736_at	9.4	9.8	10.81	11.11	11.1	9.39
1425952_a_at	2.51	2.34	3.47	4.12	4.02	2.2
1437253_at	5.78	5.77	6.79	6.48	6.58	4.58
1450837_at	2.94	2.78	4.05	4.71	4.76	2.62
1449629_s_at	4.48	4.41	5.17	6.26	6.29	4.45
1444590_at	2.59	2.58	3.58	4.15	4.3	2.31
1450030_at	6.66	6.34	7.74	8.37	8.2	6.63
1454878_at	5.32	5.44	6.38	7.27	7.26	5.29
1453163_at	7.29	6.98	8.3	9.51	9.6	7.42
1459133_at	4.01	3.91	5.16	5.74	5.49	3.82
1442500_at	2.35	2.46	3.64	4.13	4.39	2.46
1440484_at	2.35	2.29	3.62	4.16	4.11	2.52
1450411_at	2.38	2.46	3.78	4.18	4.08	2.4
1451686_x_at	4.53	4.61	5.62	6.26	6.31	4.54
1428184_at	3.1	3.21	4.14	5.01	5.02	3.14
1444865_at	2.52	2.65	3.75	4.14	4.06	2.28
1444249_at	2.55	2.53	3.58	4.2	4.16	2.19
1453718_at	4.51	4.51	5.78	6.4	6.21	4.41
1424379_at	4.12	4.07	5.18	5.93	5.75	4.11
1423840_at	7.94	7.93	9.06	9.65	9.35	7.85
1421122_at	6.97	7.08	8.48	8.79	8.83	7.08
1447599_x_at	4.97	4.97	6.35	6.78	6.88	5.04
1420106_at	3.79	3.98	5.08	5.78	5.65	3.87
1456172_at	4.25	4.21	5.43	5.98	5.97	4.29
1418081_at	6.75	6.95	8.23	8.81	8.78	6.93
